Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
16/06/2020,32,14.1,14.1,-118.3808
16/06/2020,33,14.5,14.5,-117.3543
16/06/2020,34,48,48,88.0206
16/06/2020,35,14.61,14.61,-64.9411
16/06/2020,36,14.61,14.61,-37.202
16/06/2020,37,16.5,16.5,-30.6157
16/06/2020,38,14.1,14.1,-185.029
16/06/2020,39,14.75,14.75,-134.2977
16/06/2020,40,14.75,14.75,-166.2981
16/06/2020,41,50,50,137.7767
16/06/2020,42,48.66,48.66,33.7143
16/06/2020,43,49.99,49.99,142.9609
16/06/2020,44,15,15,-2.5924
16/06/2020,45,1.1,1.1,-162.6832
16/06/2020,46,1.1,1.1,-62.7701
16/06/2020,47,1.1,1.1,-111.96
16/06/2020,48,36.5,36.5,74.9127
17/06/2020,1,36,36,67.7181
17/06/2020,2,36,36,122.1198
17/06/2020,3,25.87,25.87,-61.6217
17/06/2020,4,35.85,35.85,7.386
17/06/2020,5,24.59,24.59,-78.1711
17/06/2020,6,35.85,35.85,16.8223
17/06/2020,7,35.9,35.9,45.669
17/06/2020,8,35.72,35.72,58.0622
17/06/2020,9,24.21,24.21,-60.7583
17/06/2020,10,14,14,-58.9341
17/06/2020,11,28.03,28.03,-330.4482
17/06/2020,12,23.83,23.83,-53.9829
17/06/2020,13,36,36,203.8254
17/06/2020,14,36.25,36.25,242.389
17/06/2020,15,15.25,15.25,-16.2213
17/06/2020,16,37.69,37.69,279.7674
17/06/2020,17,39.6,39.6,61.4211
17/06/2020,18,41.6,41.6,206.8703
17/06/2020,19,10.99,10.99,-228.8712
17/06/2020,20,10.72,10.72,-119.4669
17/06/2020,21,47.99,47.99,25.7856
17/06/2020,22,11.5,11.5,-42.0776
17/06/2020,23,11.5,11.5,-70.95
17/06/2020,24,9.35,9.35,-141.9965
17/06/2020,25,11.5,11.5,-340.1248
17/06/2020,26,12,12,-446.6816
17/06/2020,27,40,40,125.0353
17/06/2020,28,40,40,157.9357
17/06/2020,29,1.40525,1.40525,-22.8792
17/06/2020,30,1.1,1.1,-144.9541
17/06/2020,31,40,40,81.9449
17/06/2020,32,12.7,12.7,-15.8183
17/06/2020,33,12.7,12.7,-61.9463
17/06/2020,34,48,48,81.7604
17/06/2020,35,48,48,98.7036
17/06/2020,36,64.5,64.5,369.9495
17/06/2020,37,52,52,174.6682
17/06/2020,38,48,48,112.7414
17/06/2020,39,50,50,73.9442
17/06/2020,40,51.5,51.5,120.9262
17/06/2020,41,52,52,331.5378
17/06/2020,42,13.3,13.3,-47.4993
17/06/2020,43,13.2,13.2,-222.5548
17/06/2020,44,1.1,1.1,-281.4753
17/06/2020,45,13.35,13.35,-2.3994
17/06/2020,46,37,37,50.3332
17/06/2020,47,37,37,88.4613
17/06/2020,48,36,36,275.3654
18/06/2020,1,22.87,22.87,-45.0032
18/06/2020,2,19.92,19.92,-255.0075
18/06/2020,3,30,30,-12.7048
18/06/2020,4,21.84,21.84,-101.2614
18/06/2020,5,30,30,-78.5091
18/06/2020,6,10,10,-253.5659
18/06/2020,7,22.1,22.1,-194.8579
18/06/2020,8,18.84,18.84,-174.8013
18/06/2020,9,34.8,34.8,124.7108
18/06/2020,10,10,10,-116.5353
18/06/2020,11,13.5,13.5,-76.5605
18/06/2020,12,13.5,13.5,-124.363
18/06/2020,13,32.42,32.42,25.8615
18/06/2020,14,12.70444,12.70444,-131.8058
18/06/2020,15,35.46,35.46,140.9157
18/06/2020,16,35.21,35.21,86.1525
18/06/2020,17,13.6,13.6,-135.1988
18/06/2020,18,45.75,45.75,27.671
18/06/2020,19,45.75,45.75,19.1154
18/06/2020,20,46.5,46.5,163.6045
18/06/2020,21,45.75,45.75,38.2319
18/06/2020,22,45.75,45.75,102.108
18/06/2020,23,45.6,45.6,158.2915
18/06/2020,24,46.9,46.9,416.649
18/06/2020,25,45.75,45.75,319.7087
18/06/2020,26,46.9,46.9,359.43
18/06/2020,27,45.6,45.6,157.864
18/06/2020,28,14.5,14.5,-94.5957
18/06/2020,29,45.75,45.75,290.5075
18/06/2020,30,45.75,45.75,321.4599
18/06/2020,31,45,45,392.3823
18/06/2020,32,45,45,330.1402
18/06/2020,33,43.5,43.5,56.1836
18/06/2020,34,45,45,184.9347
18/06/2020,35,43.5,43.5,132.4212
18/06/2020,36,43.5,43.5,130.0832
18/06/2020,37,43.5,43.5,87.1275
18/06/2020,38,43.5,43.5,37.1571
18/06/2020,39,44.88,44.88,195.8989
18/06/2020,40,42,42,176.5269
18/06/2020,41,41.99,41.99,46.804
18/06/2020,42,16,16,-49.0108
18/06/2020,43,41,41,107.2017
18/06/2020,44,16.12,16.12,-40.0132
18/06/2020,45,1.1,1.1,-28.9432
18/06/2020,46,37,37,283.5455
18/06/2020,47,36,36,240.7959
18/06/2020,48,34.9,34.9,30.4292
19/06/2020,1,21.21,21.21,-14.6336
19/06/2020,2,24.83,24.83,-152.484
19/06/2020,3,26.01,26.01,-12.7181
19/06/2020,4,34.69,34.69,49.0004
19/06/2020,5,1.2,1.2,-145.4727
19/06/2020,6,1.1,1.1,-209.9303
19/06/2020,7,1.1,1.1,-194.8981
19/06/2020,8,34.65,34.65,84.0472
19/06/2020,9,34.65,34.65,215.5712
19/06/2020,10,34.65,34.65,217.3611
19/06/2020,11,37,37,250.5752
19/06/2020,12,39.5,39.5,321.1898
19/06/2020,13,39.5,39.5,201.4419
19/06/2020,14,40.9,40.9,208.3595
19/06/2020,15,39.5,39.5,123.1464
19/06/2020,16,39.5,39.5,65.6417
19/06/2020,17,40.9,40.9,316.4962
19/06/2020,18,48.49,48.49,713.5464
19/06/2020,19,48,48,635.7618
19/06/2020,20,46,46,509.5
19/06/2020,21,43.27,43.27,353.5998
19/06/2020,22,40.9,40.9,227.5279
19/06/2020,23,39.5,39.5,56.2445
19/06/2020,24,38,38,40.0153
19/06/2020,25,6.5,6.5,-39.1552
19/06/2020,26,6.15,6.15,-380.2089
19/06/2020,27,6.5,6.5,-238.6182
19/06/2020,28,6.2,6.2,-306.0031
19/06/2020,29,6.6,6.6,-14.5345
19/06/2020,30,6.6,6.6,-252.8871
19/06/2020,31,7.73,7.73,-1.7822
19/06/2020,32,37,37,108.1139
19/06/2020,33,30.02,30.02,38.7958
19/06/2020,34,29.7,29.7,44.2608
19/06/2020,35,6.8,6.8,-29.2477
19/06/2020,36,34.42,34.42,199.2542
19/06/2020,37,42,42,235.4793
19/06/2020,38,40,40,317.3882
19/06/2020,39,7.02,7.02,-36.8729
19/06/2020,40,38.95,38.95,132.6504
19/06/2020,41,39,39,225.251
19/06/2020,42,39,39,161.3999
19/06/2020,43,39,39,111.4799
19/06/2020,44,39,39,212.3762
19/06/2020,45,38.75,38.75,50.1159
19/06/2020,46,39,39,316.0619
19/06/2020,47,38.5,38.5,304.3365
19/06/2020,48,42.9,42.9,611.0288
20/06/2020,1,42,42,394.9611
20/06/2020,2,38.5,38.5,346.9213
20/06/2020,3,38.5,38.5,191.6326
20/06/2020,4,36,36,39.192
20/06/2020,5,36,36,59.7583
20/06/2020,6,18.16,18.16,-120.2444
20/06/2020,7,17.12,17.12,-105.6388
20/06/2020,8,17.12,17.12,-120.2219
20/06/2020,9,16.73003,16.73003,-232.8877
20/06/2020,10,16.48,16.48,-322.104
20/06/2020,11,18.07,18.07,-417.9725
20/06/2020,12,18.07,18.07,-404.6539
20/06/2020,13,21.22,21.22,-182.4665
20/06/2020,14,37.5,37.5,105.9103
20/06/2020,15,38.5,38.5,144.1293
20/06/2020,16,38.5,38.5,47.4097
20/06/2020,17,20.57003,20.57003,-108.6778
20/06/2020,18,42.9,42.9,100.6377
20/06/2020,19,43,43,136.2697
20/06/2020,20,44.94,44.94,258.0636
20/06/2020,21,44.94,44.94,372.9058
20/06/2020,22,44.94,44.94,443.8832
20/06/2020,23,44,44,371.1936
20/06/2020,24,43,43,305.5028
20/06/2020,25,42.85,42.85,123.4167
20/06/2020,26,15.38,15.38,-35.7728
20/06/2020,27,12.96,12.96,-164.0272
20/06/2020,28,13.12,13.12,-133.8688
20/06/2020,29,12.4,12.4,-460.2234
20/06/2020,30,11.68,11.68,-801.8666
20/06/2020,31,13.85,13.85,-673.4538
20/06/2020,32,13.58,13.58,-729.8395
20/06/2020,33,2,2,-601.6209
20/06/2020,34,19.46988,19.46988,-293.8045
20/06/2020,35,23.35,23.35,-207.7222
20/06/2020,36,23.8,23.8,-62.2322
20/06/2020,37,25.02,25.02,-203.6441
20/06/2020,38,25.77,25.77,-95.5474
20/06/2020,39,42.75,42.75,55.2389
20/06/2020,40,42.75,42.75,104.6272
20/06/2020,41,42.75,42.75,217.7405
20/06/2020,42,42.75,42.75,147.4787
20/06/2020,43,42.85,42.85,397.23
20/06/2020,44,42.75,42.75,526.519
20/06/2020,45,42.75,42.75,379.1138
20/06/2020,46,42.75,42.75,104.7475
20/06/2020,47,25.73,25.73,-119.21
20/06/2020,48,24.73,24.73,-418.5429
21/06/2020,1,20.1,20.1,-145.8361
21/06/2020,2,17.12,17.12,-493.0553
21/06/2020,3,45.94,45.94,268.428
21/06/2020,4,39,39,58.8227
21/06/2020,5,21.87,21.87,248.0199
21/06/2020,6,.5,.5,-157.9206
21/06/2020,7,18.19,18.19,50.1662
21/06/2020,8,.5,.5,-128.0396
21/06/2020,9,.5,.5,-144.383
21/06/2020,10,.5,.5,-352.8896
21/06/2020,11,.5,.5,-282.6486
21/06/2020,12,.5,.5,-156.5684
21/06/2020,13,.5,.5,-137.2978
21/06/2020,14,13.98,13.98,169.9214
21/06/2020,15,16.2,16.2,46.1055
21/06/2020,16,17.02,17.02,270.8563
21/06/2020,17,-16,-16,-434.5138
21/06/2020,18,.5,.5,-177.7867
21/06/2020,19,10.09,10.09,-521.5171
21/06/2020,20,10.09,10.09,-497.8746
21/06/2020,21,.5,.5,-960.4481
21/06/2020,22,.5,.5,-898.7465
21/06/2020,23,.5,.5,-890.6419
21/06/2020,24,12.82,12.82,-521.9931
21/06/2020,25,8.55,8.55,-517.392
21/06/2020,26,8.37,8.37,-560.6152
21/06/2020,27,5.44,5.44,-484.1376
21/06/2020,28,4.81,4.81,-649.1889
21/06/2020,29,.5,.5,-862.3656
21/06/2020,30,-16,-16,-1067.1536
21/06/2020,31,-16,-16,-361.6696
21/06/2020,32,-16,-16,-334.8301
21/06/2020,33,.5,.5,-423.231
21/06/2020,34,14.84,14.84,-81.0109
21/06/2020,35,0,0,-1130.1392
21/06/2020,36,0,0,-1088.8764
21/06/2020,37,1,1,-668.9966
21/06/2020,38,19.96,19.96,-410.8261
21/06/2020,39,21.09,21.09,-329.8209
21/06/2020,40,21.09,21.09,-282.6538
21/06/2020,41,23.42,23.42,-284.2501
21/06/2020,42,23.7102,23.7102,-269.0417
21/06/2020,43,35.55,35.55,-189.3126
21/06/2020,44,26.63,26.63,-277.4767
21/06/2020,45,36,36,-185.045
21/06/2020,46,33.18,33.18,-364.8785
21/06/2020,47,44.5,44.5,412.0445
21/06/2020,48,42,42,155.9833
22/06/2020,1,25.98,25.98,-145.1957
22/06/2020,2,16.97015,16.97015,-323.8529
22/06/2020,3,15.84,15.84,-270.1583
22/06/2020,4,15.21067,15.21067,-388.6834
22/06/2020,5,16.72,16.72,-147.0752
22/06/2020,6,16.88,16.88,-105.2988
22/06/2020,7,39.85,39.85,139.9
22/06/2020,8,39.85,39.85,24.1849
22/06/2020,9,39.85,39.85,12.9166
22/06/2020,10,17.41,17.41,-66.7876
22/06/2020,11,39.85,39.85,16.1916
22/06/2020,12,43,43,183.6952
22/06/2020,13,43,43,179.3332
22/06/2020,14,43,43,205.0642
22/06/2020,15,42,42,3.9753
22/06/2020,16,31.9,31.9,-73.724
22/06/2020,17,28.5,28.5,-40.0252
22/06/2020,18,27.33,27.33,-327.1213
22/06/2020,19,27.04,27.04,-167.735
22/06/2020,20,28.77,28.77,-425.8342
22/06/2020,21,25.93008,25.93008,-111.4608
22/06/2020,22,1.65,1.65,-451.4657
22/06/2020,23,5.27728,5.27728,-552.56
22/06/2020,24,.55,.55,-514.4076
22/06/2020,25,5,5,-413.2953
22/06/2020,26,.6,.6,-544.2948
22/06/2020,27,.55,.55,-366.2579
22/06/2020,28,20.13,20.13,-401.2527
22/06/2020,29,30,30,-202.9359
22/06/2020,30,19.56,19.56,-88.4878
22/06/2020,31,22.35,22.35,-175.1169
22/06/2020,32,20.30014,20.30014,-75.6343
22/06/2020,33,20,20,-286.4432
22/06/2020,34,42,42,56.6627
22/06/2020,35,32.22,32.22,-329.1833
22/06/2020,36,34.52,34.52,-44.6106
22/06/2020,37,44.25,44.25,88.7733
22/06/2020,38,44.25,44.25,52.2552
22/06/2020,39,44.25,44.25,61.984
22/06/2020,40,34.22,34.22,-289.1954
22/06/2020,41,35.02,35.02,-175.3339
22/06/2020,42,31.03,31.03,-560.5599
22/06/2020,43,29.57434,29.57434,-576.4205
22/06/2020,44,25,25,-701.4046
22/06/2020,45,30,30,-771.8722
22/06/2020,46,17.15,17.15,-1337.7279
22/06/2020,47,22.79,22.79,-350.1018
22/06/2020,48,8.89382,8.89382,-310.6384
23/06/2020,1,29.39,29.39,87.1317
23/06/2020,2,.5,.5,-134.6946
23/06/2020,3,.5,.5,-129.131
23/06/2020,4,29.75,29.75,253.2352
23/06/2020,5,28.45,28.45,166.0327
23/06/2020,6,29,29,414.0301
23/06/2020,7,42,42,9.5252
23/06/2020,8,45.5,45.5,242.591
23/06/2020,9,46.75,46.75,439.9044
23/06/2020,10,48,48,518.5818
23/06/2020,11,49,49,777.4361
23/06/2020,12,46.0476,46.0476,420.8426
23/06/2020,13,43.36,43.36,823.4604
23/06/2020,14,43.28,43.28,813.1143
23/06/2020,15,41.45,41.45,427.1567
23/06/2020,16,41.45,41.45,452.6459
23/06/2020,17,41,41,22.5749
23/06/2020,18,41.5,41.5,86.5844
23/06/2020,19,36.36,36.36,-3.4687
23/06/2020,20,3.5,3.5,-8.3362
23/06/2020,21,3.5,3.5,-63.5868
23/06/2020,22,3.5,3.5,-69.7408
23/06/2020,23,40.5,40.5,197.3308
23/06/2020,24,40.5,40.5,317.3499
23/06/2020,25,40.5,40.5,270.6028
23/06/2020,26,39,39,82.6584
23/06/2020,27,39,39,96.574
23/06/2020,28,40.5,40.5,404.3062
23/06/2020,29,40.5,40.5,406.5988
23/06/2020,30,40.5,40.5,281.5615
23/06/2020,31,3.7,3.7,-7.7834
23/06/2020,32,3.7,3.7,-1.3451
23/06/2020,33,3.65,3.65,-78.3804
23/06/2020,34,35,35,16.645
23/06/2020,35,1.1,1.1,-120.1333
23/06/2020,36,42,42,59.1001
23/06/2020,37,50,50,328.8752
23/06/2020,38,47.35,47.35,371.0341
23/06/2020,39,52.9,52.9,766.8085
23/06/2020,40,50,50,698.8501
23/06/2020,41,50,50,745.4084
23/06/2020,42,46.5,46.5,534.5417
23/06/2020,43,47.4,47.4,638.6917
23/06/2020,44,46,46,519.9505
23/06/2020,45,47.35,47.35,594.7697
23/06/2020,46,46,46,463.9058
23/06/2020,47,4.22,4.22,-36.6265
23/06/2020,48,40,40,123.7911
24/06/2020,1,40,40,202.08
24/06/2020,2,40,40,226.3488
24/06/2020,3,40,40,160.1306
24/06/2020,4,38.94,38.94,16.8219
24/06/2020,5,24.92,24.92,-219.9158
24/06/2020,6,.5,.5,-239.4729
24/06/2020,7,0,0,-395.7916
24/06/2020,8,17.16,17.16,-412.8329
24/06/2020,9,24.14,24.14,-207.8583
24/06/2020,10,0,0,-375.692
24/06/2020,11,.55,.55,-186.3945
24/06/2020,12,.55,.55,-119.0057
24/06/2020,13,38.9,38.9,256.7613
24/06/2020,14,38.9,38.9,254.5423
24/06/2020,15,1.1,1.1,-150.9211
24/06/2020,16,41.28,41.28,307.7972
24/06/2020,17,42.5,42.5,124.039
24/06/2020,18,42.5,42.5,167.1276
24/06/2020,19,42.5,42.5,106.4233
24/06/2020,20,44.94,44.94,170.7524
24/06/2020,21,44.94,44.94,171.9275
24/06/2020,22,43.25,43.25,78.6568
24/06/2020,23,4.7,4.7,-243.0209
24/06/2020,24,43.25,43.25,204.4082
24/06/2020,25,43.25,43.25,118.3919
24/06/2020,26,43.25,43.25,15.5984
24/06/2020,27,43.25,43.25,37.8642
24/06/2020,28,8,8,-75.0343
24/06/2020,29,43.25,43.25,67.3545
24/06/2020,30,9,9,-39.2454
24/06/2020,31,43.25,43.25,145.852
24/06/2020,32,43.25,43.25,96.6928
24/06/2020,33,43.25,43.25,49.9028
24/06/2020,34,43.25,43.25,92.7936
24/06/2020,35,44.85,44.85,243.461
24/06/2020,36,44.85,44.85,171.558
24/06/2020,37,9,9,-59.1048
24/06/2020,38,44.85,44.85,221.2946
24/06/2020,39,44.85,44.85,418.4916
24/06/2020,40,44.85,44.85,433.5919
24/06/2020,41,44.85,44.85,454.3534
24/06/2020,42,43.25,43.25,215.5366
24/06/2020,43,44.85,44.85,321.2297
24/06/2020,44,43,43,268.4282
24/06/2020,45,42.75,42.75,86.5378
24/06/2020,46,9,9,-170.37
24/06/2020,47,9,9,-98.1539
24/06/2020,48,42,42,292.4588
25/06/2020,1,39,39,86.6898
25/06/2020,2,8,8,-74.3917
25/06/2020,3,37.95,37.95,58.0528
25/06/2020,4,8,8,-47.5949
25/06/2020,5,37.85,37.85,122.2921
25/06/2020,6,37.85,37.85,214.1509
25/06/2020,7,37.85,37.85,56.7553
25/06/2020,8,1.5,1.5,-35.2748
25/06/2020,9,37.95,37.95,192.4798
25/06/2020,10,37.95,37.95,123.316
25/06/2020,11,38,38,398.035
25/06/2020,12,37.95,37.95,191.5221
25/06/2020,13,45,45,735.8345
25/06/2020,14,45,45,835.8401
25/06/2020,15,45,45,828.1769
25/06/2020,16,45,45,868.2524
25/06/2020,17,43.25,43.25,105.0908
25/06/2020,18,45,45,371.6749
25/06/2020,19,45,45,367.175
25/06/2020,20,44.5,44.5,263.5959
25/06/2020,21,44.5,44.5,159.8999
25/06/2020,22,43.25,43.25,8.5209
25/06/2020,23,8.15,8.15,-24.1958
25/06/2020,24,8.15,8.15,-240.6207
25/06/2020,25,43,43,62.5615
25/06/2020,26,38,38,60.9454
25/06/2020,27,38,38,103.34
25/06/2020,28,8.57,8.57,-241.2924
25/06/2020,29,8.5,8.5,-285.4072
25/06/2020,30,8.5,8.5,-398.1522
25/06/2020,31,8.57,8.57,-225.6655
25/06/2020,32,8.5,8.5,-350.3352
25/06/2020,33,9.6,9.6,-23.8341
25/06/2020,34,36.21,36.21,3.1781
25/06/2020,35,8.57,8.57,-259.8562
25/06/2020,36,40,40,62.8572
25/06/2020,37,40.56,40.56,80.1577
25/06/2020,38,40.56,40.56,128.2384
25/06/2020,39,10.6,10.6,-3.311
25/06/2020,40,40.5,40.5,104.356
25/06/2020,41,40.65,40.65,469.4356
25/06/2020,42,40.65,40.65,371.9835
25/06/2020,43,40.5,40.5,482.8501
25/06/2020,44,39.08,39.08,388.8578
25/06/2020,45,36.49,36.49,349.564
25/06/2020,46,38,38,613.7375
25/06/2020,47,38,38,31.4739
25/06/2020,48,40,40,358.0175
26/06/2020,1,40,40,564.5194
26/06/2020,2,40,40,357.2651
26/06/2020,3,40,40,191.6748
26/06/2020,4,39.9,39.9,101.425
26/06/2020,5,5.92,5.92,-.6833
26/06/2020,6,39.9,39.9,17.7567
26/06/2020,7,39.9,39.9,25.9138
26/06/2020,8,39.9,39.9,47.9942
26/06/2020,9,5,5,-.1129
26/06/2020,10,5,5,-61.7191
26/06/2020,11,40,40,234.3328
26/06/2020,12,33.5,33.5,74.6387
26/06/2020,13,33.3,33.3,666.0324
26/06/2020,14,40,40,534.5546
26/06/2020,15,8.5,8.5,-128.1712
26/06/2020,16,49.25,49.25,841.8999
26/06/2020,17,45.5,45.5,618.8141
26/06/2020,18,45.5,45.5,738.6305
26/06/2020,19,45.5,45.5,713.3695
26/06/2020,20,43,43,570.7268
26/06/2020,21,40.5,40.5,207.2429
26/06/2020,22,10,10,-37.8024
26/06/2020,23,39.94,39.94,60.3666
26/06/2020,24,10,10,-138.4029
26/06/2020,25,10,10,-331.4445
26/06/2020,26,10.5,10.5,-349.4913
26/06/2020,27,10.55,10.55,-60.5923
26/06/2020,28,39.94,39.94,117.7447
26/06/2020,29,39.94,39.94,87.8872
26/06/2020,30,43,43,180.1408
26/06/2020,31,43,43,299.4642
26/06/2020,32,31.88,31.88,108.374
26/06/2020,33,39.9,39.9,158.9341
26/06/2020,34,43,43,321.7248
26/06/2020,35,44,44,151.0264
26/06/2020,36,39.94,39.94,130.2894
26/06/2020,37,11.11,11.11,-232.3898
26/06/2020,38,12,12,46.8794
26/06/2020,39,44,44,178.5503
26/06/2020,40,44,44,143.4636
26/06/2020,41,44,44,228.7983
26/06/2020,42,43.5,43.5,63.6633
26/06/2020,43,38.95,38.95,251.6932
26/06/2020,44,35.39,35.39,135.7692
26/06/2020,45,11.86,11.86,-219.0349
26/06/2020,46,10.25,10.25,-441.7448
26/06/2020,47,10.55,10.55,-485.8285
26/06/2020,48,42,42,296.2037
27/06/2020,1,39,39,71.9426
27/06/2020,2,39,39,42.2795
27/06/2020,3,39,39,199.2065
27/06/2020,4,38.95,38.95,6.0829
27/06/2020,5,23.27,23.27,-36.297
27/06/2020,6,23.07,23.07,-257.0499
27/06/2020,7,22.76,22.76,-293.6055
27/06/2020,8,22.87,22.87,-144.359
27/06/2020,9,22.47,22.47,-166.7668
27/06/2020,10,22.22,22.22,-331.5304
27/06/2020,11,20.79,20.79,-349.1828
27/06/2020,12,1.5,1.5,-510.517
27/06/2020,13,.5,.5,-713.0282
27/06/2020,14,.5,.5,-889.4185
27/06/2020,15,.55,.55,-631.754
27/06/2020,16,23.51,23.51,-394.3208
27/06/2020,17,23.73,23.73,-169.0723
27/06/2020,18,38.9,38.9,38.0032
27/06/2020,19,28.25,28.25,-11.6324
27/06/2020,20,28.49,28.49,-120.5996
27/06/2020,21,20.76,20.76,-232.0946
27/06/2020,22,20.47,20.47,-368.6551
27/06/2020,23,8,8,-546.7394
27/06/2020,24,16.19,16.19,-512.0315
27/06/2020,25,16.68,16.68,-404.8108
27/06/2020,26,16.68,16.68,-394.2053
27/06/2020,27,12.72,12.72,-463.1302
27/06/2020,28,.5,.5,-799.7344
27/06/2020,29,0,0,-720.5024
27/06/2020,30,-15,-15,-1102.6313
27/06/2020,31,0,0,-753.7898
27/06/2020,32,-15,-15,-804.8253
27/06/2020,33,.5,.5,-419.9582
27/06/2020,34,18.55,18.55,-224.8609
27/06/2020,35,41.95,41.95,91.6617
27/06/2020,36,41.95,41.95,144.4883
27/06/2020,37,26.15,26.15,-157.5614
27/06/2020,38,25.8,25.8,-242.7231
27/06/2020,39,21.26,21.26,-237.4415
27/06/2020,40,21.37,21.37,-293.6665
27/06/2020,41,41.95,41.95,101.0121
27/06/2020,42,30,30,-75.8296
27/06/2020,43,30,30,-99.2315
27/06/2020,44,30,30,-379.3594
27/06/2020,45,21.69,21.69,-87.5755
27/06/2020,46,0,0,-565.5837
27/06/2020,47,.5,.5,-117.663
27/06/2020,48,.5,.5,-293.7134
28/06/2020,1,21.72,21.72,28.2608
28/06/2020,2,.5,.5,-314.0584
28/06/2020,3,.5,.5,-125.4499
28/06/2020,4,.5,.5,-212.8227
28/06/2020,5,.5,.5,-120.9874
28/06/2020,6,-50,-50,-471.8849
28/06/2020,7,-50,-50,-513.5708
28/06/2020,8,-50,-50,-570.4819
28/06/2020,9,-60,-60,-786.6395
28/06/2020,10,-60,-60,-698.4666
28/06/2020,11,-60,-60,-706.2266
28/06/2020,12,-60,-60,-585.3586
28/06/2020,13,-60,-60,-506.003
28/06/2020,14,-60,-60,-490.0308
28/06/2020,15,-60,-60,-832.3639
28/06/2020,16,-60,-60,-836.4794
28/06/2020,17,-65.94,-65.94,-1276.6501
28/06/2020,18,-60,-60,-859.025
28/06/2020,19,-48.10297,-48.10297,-934.5633
28/06/2020,20,-16,-16,-758.8334
28/06/2020,21,-16,-16,-810.0163
28/06/2020,22,.05,.05,-620.7124
28/06/2020,23,-13.39,-13.39,-710.1859
28/06/2020,24,-9.9,-9.9,-627.223
28/06/2020,25,-16,-16,-837.5319
28/06/2020,26,-16.76,-16.76,-838.5572
28/06/2020,27,-16,-16,-510.0521
28/06/2020,28,-61,-61,-728.9669
28/06/2020,29,-16,-16,-524.2912
28/06/2020,30,-16,-16,-514.7098
28/06/2020,31,-16,-16,-484.6249
28/06/2020,32,.5,.5,-185.8159
28/06/2020,33,-14.57,-14.57,-66.4856
28/06/2020,34,46,46,242.3426
28/06/2020,35,21.5,21.5,-419.9267
28/06/2020,36,22.01,22.01,-90.9883
28/06/2020,37,18.58,18.58,-176.7209
28/06/2020,38,21.47,21.47,-239.2374
28/06/2020,39,.5,.5,-256.8711
28/06/2020,40,35,35,-482.7778
28/06/2020,41,23.54,23.54,-539.8678
28/06/2020,42,.5,.5,-364.1492
28/06/2020,43,.5,.5,-298.3252
28/06/2020,44,22.24,22.24,-384.0841
28/06/2020,45,18.46,18.46,-476.7468
28/06/2020,46,-60,-60,-951.2083
28/06/2020,47,24.86,24.86,169.0132
28/06/2020,48,.5,.5,-368.6372
29/06/2020,1,.5,.5,-352.936
29/06/2020,2,.5,.5,-352.8413
29/06/2020,3,.5,.5,-260.1669
29/06/2020,4,.5,.5,-239.8335
29/06/2020,5,.5,.5,-361.2833
29/06/2020,6,.5,.5,-316.7169
29/06/2020,7,.5,.5,-231.5039
29/06/2020,8,18.18,18.18,68.0383
29/06/2020,9,20.3,20.3,53.5381
29/06/2020,10,.5,.5,-17.1999
29/06/2020,11,.5,.5,-357.0086
29/06/2020,12,-50,-50,-376.8549
29/06/2020,13,34.89,34.89,75.0307
29/06/2020,14,35.84,35.84,265.9092
29/06/2020,15,39.32,39.32,107.1027
29/06/2020,16,40.9,40.9,440.2352
29/06/2020,17,34.9901,34.9901,136.6867
29/06/2020,18,44,44,321.2085
29/06/2020,19,49.99,49.99,71.6531
29/06/2020,20,32.5,32.5,-81.9904
29/06/2020,21,48,48,235.6422
29/06/2020,22,48,48,242.9835
29/06/2020,23,8.32,8.32,-9.2225
29/06/2020,24,48,48,49.4834
29/06/2020,25,45,45,12.6166
29/06/2020,26,45,45,32.5029
29/06/2020,27,47.9,47.9,225.1819
29/06/2020,28,5.27,5.27,-47.0931
29/06/2020,29,45,45,61.9917
29/06/2020,30,46,46,231.2503
29/06/2020,31,44.5,44.5,49.0049
29/06/2020,32,45,45,52.9231
29/06/2020,33,45,45,.6118
29/06/2020,34,46.5,46.5,276.9566
29/06/2020,35,46.5,46.5,159.4703
29/06/2020,36,46.5,46.5,63.9279
29/06/2020,37,35.51,35.51,-106.6272
29/06/2020,38,35.46,35.46,-249.471
29/06/2020,39,.5,.5,-337.1269
29/06/2020,40,.5,.5,-402.4639
29/06/2020,41,34.46,34.46,-128.4617
29/06/2020,42,30.01,30.01,-107.5828
29/06/2020,43,46.99,46.99,121.0996
29/06/2020,44,46.5,46.5,65.3941
29/06/2020,45,8.37,8.37,-55.8056
29/06/2020,46,5.84,5.84,-175.3282
29/06/2020,47,30.77,30.77,111.362
29/06/2020,48,7,7,-369.6844
30/06/2020,1,1.83,1.83,-264.0228
30/06/2020,2,.5,.5,-375.15
30/06/2020,3,.5,.5,-328.2251
30/06/2020,4,.5,.5,-272.0085
30/06/2020,5,6.21,6.21,-171.899
30/06/2020,6,10,10,-44.9273
30/06/2020,7,10,10,-41.8408
30/06/2020,8,21.68,21.68,104.0776
30/06/2020,9,25.93,25.93,103.9015
30/06/2020,10,24.42,24.42,3.9525
30/06/2020,11,30.91,30.91,64.158
30/06/2020,12,33.45,33.45,298.4289
30/06/2020,13,39,39,583.4697
30/06/2020,14,39,39,479.3387
